outcome	exposure	method	nsnp	b	se	pval	FDR	OR	UCI	LCI
I35.0 and I35.2 UKB	'CRGD	Inverse variance weighted	2	0.169369636869293	0.0722841710058373	0.0191238340319893	0.604152572427956	1.18455791428896	1.36485283827958	1.02807966760236
I35.0 and I35.2 UKB	'DKK3	Wald ratio	1	0.0162894483873679	0.0657860105644374	0.804434122446441	0.99710785513141	1.01642284478537	1.15630552358994	0.893462305874063
I35.0 and I35.2 UKB	'Fibrinogen g-chain dimer	Wald ratio	1	0.16486075155866	0.148358989306041	0.26646996489283	0.952032994468877	1.17922890149164	1.57718935011466	0.881682850579796
I35.0 and I35.2 UKB	'CECR1	Inverse variance weighted	4	0.00390903012556775	0.0259182182327316	0.880116356058072	0.99710785513141	1.0039166803489	1.05623292920762	0.954191706405926
I35.0 and I35.2 UKB	'HD-5	Wald ratio	1	0.398530056353034	0.231404213905252	0.0850288193814781	0.805835978244834	1.48963341033358	2.34452381100317	0.946464133470491
I35.0 and I35.2 UKB	'RET	Inverse variance weighted	3	-0.0525423419138786	0.0377978553918252	0.164502183213166	0.932295469491136	0.948814145598415	1.02177514679472	0.881063006583891
I35.0 and I35.2 UKB	'Noggin	Inverse variance weighted	2	-0.0542380317976684	0.0541093003456104	0.316160532203539	0.966089082459868	0.947206614372532	1.05318214655739	0.851894777407515
I35.0 and I35.2 UKB	'RHG25	Inverse variance weighted	2	0.0245622516367743	0.0730400588477421	0.736656213680916	0.99710785513141	1.0248663887316	1.18260634179673	0.888166313361684
I35.0 and I35.2 UKB	'TXN4B	Wald ratio	1	0.0131798218545347	0.0920910079627256	0.886197495507942	0.99710785513141	1.01326705853995	1.21370564654763	0.845930094205837
I35.0 and I35.2 UKB	'SYWC	Inverse variance weighted	2	-0.0118112235071174	0.0552832674732588	0.830820662385439	0.99710785513141	0.98825825518145	1.10135801861981	0.88677284082264
I35.0 and I35.2 UKB	'C7	Inverse variance weighted	3	-0.0439116175421824	0.0369192542395247	0.234283829100768	0.952032994468877	0.95703853915354	1.02885869087256	0.890231839951081
I35.0 and I35.2 UKB	'NAGPA	Inverse variance weighted	2	-0.0670597394242902	0.0877763677959092	0.44487678527465	0.99710785513141	0.935139334982578	1.11069055272004	0.787335026565298
I35.0 and I35.2 UKB	'CPNE1	Inverse variance weighted	2	0.00541355821939244	0.0418547500746876	0.897087395960281	0.99710785513141	1.00542823800369	1.09138645864305	0.926240135902062
I35.0 and I35.2 UKB	'Proteinase-3	Inverse variance weighted	4	0.0130746783655474	0.0258960645608716	0.613635709465868	0.99710785513141	1.01316052570685	1.06591220696125	0.963019509624493
I35.0 and I35.2 UKB	'MAGI2	Inverse variance weighted	3	0.0462710489507221	0.028983753107794	0.110388850833602	0.873317070637362	1.04735825784382	1.10857921066174	0.989518213695201
I35.0 and I35.2 UKB	'Inhibin bB chain	Wald ratio	1	-0.0617406992636107	0.0687359699523386	0.369063028148102	0.972386031948599	0.940126630715877	1.0757109607796	0.821631566476412
I35.0 and I35.2 UKB	'C5b, 6 Complex	Inverse variance weighted	2	0.032803660595342	0.147542441985124	0.824054100943488	0.99710785513141	1.0333476324637	1.3798666262951	0.773848217769683
I35.0 and I35.2 UKB	'CRIS2	Inverse variance weighted	4	0.0433213287526698	0.0302699398448353	0.152382455828181	0.932295469491136	1.04427339601243	1.10810396023282	0.984119689807993
I35.0 and I35.2 UKB	'Apo A-IV	Wald ratio	1	0.0461995992414855	0.13429407310539	0.730832632848362	0.99710785513141	1.04728342707418	1.36262908251464	0.804916459437487
I35.0 and I35.2 UKB	'UPP1	Wald ratio	1	-0.0684941816442655	0.139835735836216	0.624262078963215	0.99710785513141	0.933798893261862	1.22824197774583	0.70994184277711
I35.0 and I35.2 UKB	'GBP2	Wald ratio	1	0.0537262691666287	0.144184011990251	0.709429103506794	0.99710785513141	1.05519572301469	1.39979658924338	0.79542843754915
I35.0 and I35.2 UKB	'MGP	Inverse variance weighted	2	-0.124855740779196	0.0513218135111089	0.0149825476206249	0.604152572427956	0.882624220083265	0.976027041695714	0.798159764635354
I35.0 and I35.2 UKB	'LBP	Inverse variance weighted	3	-0.0271795047472902	0.0276079346748918	0.324878755450841	0.966411810225253	0.973186534241517	1.02729799263251	0.921925319840294
I35.0 and I35.2 UKB	'SNP29	Inverse variance weighted	2	0.154513936629533	0.0942521142893192	0.101136561215435	0.854489014359951	1.16709054325269	1.40389158033271	0.970231857809878
I35.0 and I35.2 UKB	'GAS-6	Wald ratio	1	-0.192860186366451	0.0756677525652108	0.0108101567886054	0.572467247243994	0.82459725601851	0.956426446795195	0.710938762632166
I35.0 and I35.2 UKB	'MCP-2	Inverse variance weighted	4	0.0256557507579746	0.0215500858161736	0.233843120346233	0.952032994468877	1.02598769218746	1.07025176903348	0.983554314019758
I35.0 and I35.2 UKB	'K1467	Wald ratio	1	-0.220709794529803	0.145373989647245	0.128958780888852	0.889345498835918	0.801949376619604	1.06633040399122	0.603117758110801
I35.0 and I35.2 UKB	'LEAP2	Wald ratio	1	-0.00353537472607933	0.0733834771236205	0.961575408860725	0.99710785513141	0.996470867352951	1.15061460694725	0.862977215383699
I35.0 and I35.2 UKB	'Prolylcarboxypeptidase	Wald ratio	1	-0.025996796196287	0.0882134277832314	0.768220473419102	0.99710785513141	0.974338211192127	1.15823989656472	0.819635856617232
I35.0 and I35.2 UKB	'Cystatin C	Inverse variance weighted	2	0.0378058552013621	0.0541136161986903	0.484777982136058	0.99710785513141	1.03852958818722	1.15473230084615	0.934020555889877
I35.0 and I35.2 UKB	'GPC5	Inverse variance weighted	5	-0.00119080905487184	0.0372679283977326	0.974509811796165	0.99710785513141	0.998809899676881	1.07449881107098	0.928452600797377
I35.0 and I35.2 UKB	'ART	Wald ratio	1	-0.00570562225093919	0.0956480605693767	0.952432601031181	0.99710785513141	0.994310623898879	1.199331809707	0.824337025664073
I35.0 and I35.2 UKB	'Mcl-1	Wald ratio	1	-0.0464473340246554	0.0551031721482119	0.39927554048557	0.977715393234703	0.954614834967446	1.06348886279671	0.856886719756952
I35.0 and I35.2 UKB	'EGLN1	Wald ratio	1	0.0130270059301668	0.140581105208533	0.926169376550957	0.99710785513141	1.01311222702842	1.33451238725541	0.769117165458017
I35.0 and I35.2 UKB	'PSG4	Inverse variance weighted	3	0.0198600204457328	0.0275438080901115	0.470888633640573	0.99710785513141	1.0200585426925	1.07664086545147	0.966449875635763
I35.0 and I35.2 UKB	'CO6A2	Inverse variance weighted	4	0.00465085352651807	0.0536365133218024	0.930901561326358	0.99710785513141	1.00466168553196	1.1160307525605	0.904406173450141
I35.0 and I35.2 UKB	'MAX	Wald ratio	1	0.175484253592018	0.0933796754425409	0.0602096367525851	0.774720964756092	1.19182322156882	1.43119307908708	0.99248844354162
I35.0 and I35.2 UKB	'PDGF-CC	Wald ratio	1	0.298592443305834	0.18103112975743	0.0990660564055187	0.846616240660956	1.34796014132889	1.92209061882836	0.945323037744686
I35.0 and I35.2 UKB	'CT032	Wald ratio	1	-0.333035810626796	0.160291947301646	0.0377385907433871	0.698687791790141	0.716744526625365	0.981313210206363	0.523505350895446
I35.0 and I35.2 UKB	'QSOX2	Inverse variance weighted	3	-0.0955160700813866	0.0574555568633726	0.0964257904184603	0.843442060895591	0.908903755378988	1.01724380849738	0.812102300000535
I35.0 and I35.2 UKB	'LYN	Wald ratio	1	-0.47424916802499	0.22420625983605	0.0344098320944486	0.698687791790141	0.622352162987507	0.965793825463665	0.401040268184858
I35.0 and I35.2 UKB	'ACAM	Wald ratio	1	0.181290374189521	0.0965799330011782	0.0605041312524666	0.774720964756092	1.19876321865797	1.44858474645665	0.992025670518979
I35.0 and I35.2 UKB	'Histidyl-tRNA synthetase-related	Wald ratio	1	-0.0630852129104643	0.0684526833473165	0.356743204816417	0.972386031948599	0.938863466991829	1.07366931301059	0.82098333161844
I35.0 and I35.2 UKB	'NUDC3	Wald ratio	1	0.127730151802218	0.100387552008517	0.203241538487541	0.950377885946457	1.13624634729466	1.38332462965482	0.933299193886702
I35.0 and I35.2 UKB	'SWP70	Inverse variance weighted	3	-0.0384560734711348	0.0247740780640004	0.120597485144071	0.879061080437423	0.962273973166917	1.01015230805083	0.916664934638603
I35.0 and I35.2 UKB	'GGPPS	Wald ratio	1	-0.221107550913146	0.126805876858623	0.0812167215273338	0.805835978244834	0.801630459565788	1.0278116883661	0.625222889540407
I35.0 and I35.2 UKB	'sFRP-3	Inverse variance weighted	3	0.00481878627532777	0.040486072089486	0.905256889000024	0.99710785513141	1.00483041529767	1.08781542463907	0.928175994417696
I35.0 and I35.2 UKB	'GATM	Inverse variance weighted	2	-0.0240220344087248	0.0502158624387573	0.63238302335987	0.99710785513141	0.976264198116547	1.07723875190699	0.884754454699042
I35.0 and I35.2 UKB	'C8	Wald ratio	1	-0.0960754124451893	0.0779064797029281	0.217495689366066	0.952032994468877	0.908395509159057	1.05825496040363	0.779757650033229
I35.0 and I35.2 UKB	'HDGF	Inverse variance weighted	2	-0.165389958941524	0.152481172225381	0.278073052741383	0.954580936813541	0.847563124816905	1.14279056879135	0.628604461891176
I35.0 and I35.2 UKB	'D-dimer	Wald ratio	1	0.159627076906004	0.143649180121722	0.26646996489283	0.952032994468877	1.17307332327786	1.55453967045686	0.885214477274634
I35.0 and I35.2 UKB	'Fractalkine/CX3CL-1	Wald ratio	1	-0.138605312505057	0.149627172680322	0.354270434852965	0.972386031948599	0.870571564369037	1.16726563084216	0.649290811502044
I35.0 and I35.2 UKB	'MATN3	Inverse variance weighted	4	-0.0173154480173727	0.028991867932837	0.550339217379012	0.99710785513141	0.982833602818717	1.04029945908188	0.928542144664898
I35.0 and I35.2 UKB	'Maspin	Wald ratio	1	-0.0797329273386065	0.113362364959053	0.481840362420577	0.99710785513141	0.923362918450904	1.15310385157514	0.739394875843591
I35.0 and I35.2 UKB	'HCG	Wald ratio	1	0.0263722930064558	0.0414102395977239	0.524219692124104	0.99710785513141	1.02672311916612	1.11353135092551	0.946682248824023
I35.0 and I35.2 UKB	'BST1	Inverse variance weighted	4	0.0202687417005533	0.020369348368032	0.319706655858009	0.966089082459868	1.02047554751362	1.06204114446344	0.980536722613838
I35.0 and I35.2 UKB	'CD109	Inverse variance weighted	4	0.0599111256212459	0.0457450509779985	0.190305982087227	0.93394387908814	1.06174218067536	1.16133641692825	0.970688976762644
I35.0 and I35.2 UKB	'GNMT	Inverse variance weighted	2	0.0759204893849655	0.0462633549831438	0.100786988591284	0.854489014359951	1.07887678858989	1.18127771874168	0.985352645267804
I35.0 and I35.2 UKB	'MIA	Inverse variance weighted	2	-0.0260880210700815	0.0412466034656151	0.527067424298049	0.99710785513141	0.974249331365865	1.05628213376143	0.898587346438265
I35.0 and I35.2 UKB	'TNFAIP3	Wald ratio	1	0.0912053700109605	0.0856836900278169	0.287128243018303	0.954743217197921	1.09549396376515	1.29582220687436	0.92613555955385
I35.0 and I35.2 UKB	'COMP	Inverse variance weighted	2	-0.13112821524139	0.131807289166032	0.319810207059875	0.966089082459868	0.877105308912397	1.13566010425091	0.677415469683822
I35.0 and I35.2 UKB	'GCP-2	Inverse variance weighted	4	0.0522206506841002	0.0237732937439157	0.0280483237153957	0.667406178098579	1.05360819623616	1.10386350829646	1.00564084493486
I35.0 and I35.2 UKB	'DPP2	Wald ratio	1	0.32580527508208	0.155893047798407	0.036624250925861	0.698687791790141	1.38514562024304	1.8801576858318	1.02046142392022
I35.0 and I35.2 UKB	'KAT	Inverse variance weighted	2	-0.0643611613691076	0.0578803844208623	0.26615171566833	0.952032994468877	0.937666289529035	1.05030898477641	0.837104207678765
I35.0 and I35.2 UKB	'NRX3A	Wald ratio	1	0.0065743401694656	0.149098279804463	0.96482947212783	0.99710785513141	1.00659599858104	1.34824934387566	0.751519375078441
I35.0 and I35.2 UKB	'Lactoferrin	Inverse variance weighted	3	0.0306703454996893	0.0825758629553041	0.710324564757058	0.99710785513141	1.03114552608885	1.21229958190409	0.877061340154088
I35.0 and I35.2 UKB	'Transferrin	Wald ratio	1	0.0474513055669299	0.163414626029982	0.771530380562522	0.99710785513141	1.04859513913226	1.44447216715324	0.761213535861192
I35.0 and I35.2 UKB	'CM35H	Inverse variance weighted	3	-0.0507951072629537	0.0473541415241013	0.283421666939628	0.954580936813541	0.950473395678392	1.04291430449286	0.866226181768316
I35.0 and I35.2 UKB	'Coagulation Factor Xa	Inverse variance weighted	2	-0.152136301322584	0.163565868087564	0.352307639636762	0.972386031948599	0.858871207481176	1.1834723657836	0.623301204461798
I35.0 and I35.2 UKB	'Testican-2	Wald ratio	1	-0.0842958013821873	0.122891481509562	0.492752902361678	0.99710785513141	0.919159327279188	1.16949438095715	0.72240951532651
I35.0 and I35.2 UKB	'SIA10	Inverse variance weighted	3	-0.00573945890547148	0.0254499176399076	0.821574967623144	0.99710785513141	0.994276980322997	1.04513114972241	0.9458972817553
I35.0 and I35.2 UKB	'RET7	Wald ratio	1	0.0301205417069411	0.113138236421391	0.790063788159269	0.99710785513141	1.03057875418867	1.2864307011389	0.825611956901208
I35.0 and I35.2 UKB	'PLXD1	Inverse variance weighted	2	-0.00582194510914691	0.0690273654466752	0.932784070368004	0.99710785513141	0.994194969571912	1.13822688913102	0.868388936301361
I35.0 and I35.2 UKB	'HAAH	Inverse variance weighted	4	-0.0540937456272731	0.0645212002041785	0.401813299888928	0.977899143919535	0.947343293047677	1.07505068227749	0.834806516266892
I35.0 and I35.2 UKB	'GSTM4	Inverse variance weighted	5	0.0240790318805625	0.0289263220865759	0.405168350152495	0.979650953945952	1.02437127267965	1.08412653202991	0.9679096242821
I35.0 and I35.2 UKB	'LMA2L	Wald ratio	1	-0.0201092850659686	0.166798498713637	0.904039277324447	0.99710785513141	0.980091558083234	1.35909056303166	0.706781055180973
I35.0 and I35.2 UKB	'TFPI	Wald ratio	1	0.0675783918541489	0.184172882820644	0.713671897525297	0.99710785513141	1.06991412886287	1.53504123240897	0.745723449619632
I35.0 and I35.2 UKB	'a2-Antiplasmin	Inverse variance weighted	2	-0.113249733909041	0.083607560149134	0.175564353911922	0.932295469491136	0.892927637959558	1.05192422681948	0.757963117783447
I35.0 and I35.2 UKB	'Fucosyltransferase 3	Inverse variance weighted	2	-0.0443017896930872	0.0256625491088953	0.0842897336850063	0.805835978244834	0.956665202205796	1.00601482340131	0.909736405291885
I35.0 and I35.2 UKB	'TBCB	Wald ratio	1	-0.201100869772025	0.212490499663999	0.343944939190743	0.972386031948599	0.817829933074223	1.24033376605227	0.539246626785781
I35.0 and I35.2 UKB	'ERO1B	Wald ratio	1	-0.129670743350424	0.203029907151185	0.523032400816937	0.99710785513141	0.878384597282516	1.30769739210302	0.590013794783485
I35.0 and I35.2 UKB	'Angiogenin	Inverse variance weighted	4	-0.0280043475822585	0.0436627101688282	0.521276440764009	0.99710785513141	0.972384139272025	1.05926425105906	0.892629873388487
I35.0 and I35.2 UKB	'CRF2-12	Wald ratio	1	-0.295566472592556	0.124554175601226	0.0176444887130506	0.604152572427956	0.744109950161581	0.949860365937665	0.582927383629572
I35.0 and I35.2 UKB	'PLCG2	Inverse variance weighted	3	-0.0176519147572313	0.0686804729088508	0.797167159756142	0.99710785513141	0.982502967627545	1.12407650279941	0.858760127974309
I35.0 and I35.2 UKB	'ACO13	Wald ratio	1	0.035027010349954	0.194360061845491	0.856982119623829	0.99710785513141	1.03564768162815	1.51584453360207	0.707570002520675
I35.0 and I35.2 UKB	'TTL	Wald ratio	1	0.273488346096384	0.198859224010581	0.169042733806504	0.932295469491136	1.31454203957656	1.94109534614498	0.890229723772179
I35.0 and I35.2 UKB	'EVL	Inverse variance weighted	2	-0.00992012289667532	0.0341888529341496	0.771696401598548	0.99710785513141	0.990128919220552	1.0587511242556	0.925954413853531
I35.0 and I35.2 UKB	'ABLM3	Wald ratio	1	-0.0946835338927419	0.117425295211931	0.420052618527952	0.995405692847744	0.909660765722865	1.14507489428463	0.722645053896207
I35.0 and I35.2 UKB	'SLAF7	Inverse variance weighted	3	-0.00391070290381369	0.0208273518318504	0.851058796430305	0.99710785513141	0.996096933936406	1.03760057344694	0.956253424669346
I35.0 and I35.2 UKB	'TCEA2	Wald ratio	1	0.0769007764053558	0.0662960064479298	0.246064718992948	0.952032994468877	1.07993491605192	1.22978695743272	0.948342650618709
I35.0 and I35.2 UKB	'DCXR	Wald ratio	1	-0.0278149129460992	0.120492052261302	0.817435702955963	0.99710785513141	0.972568359955993	1.23164356544032	0.767989409703391
I35.0 and I35.2 UKB	'DPY30	Wald ratio	1	0.0838198835979955	0.196713580413073	0.670034139433119	0.99710785513141	1.08743301164708	1.59900010770193	0.739531254015572
I35.0 and I35.2 UKB	'DECR2	Inverse variance weighted	2	-0.000222211161982574	0.0241866036189658	0.992669646223265	0.999005615860596	0.999777813525089	1.04831439058964	0.953488462420889
I35.0 and I35.2 UKB	'PRS57	Inverse variance weighted	4	0.114942119812684	0.0337873162098824	0.000669115190718895	0.174677629452416	1.12180850520639	1.19861324525295	1.04992525932568
I35.0 and I35.2 UKB	'VNN2	Inverse variance weighted	4	0.0389672176021553	0.0231701789588534	0.0926108885317741	0.829592718353904	1.0397363980392	1.08804310733535	0.993574399873792
I35.0 and I35.2 UKB	'LG3BP	Inverse variance weighted	3	-0.116416932103862	0.0992774737691955	0.240939412595756	0.952032994468877	0.890104032975144	1.08130313092426	0.732713303846072
I35.0 and I35.2 UKB	'ALDH-E2	Wald ratio	1	0.200360444977547	0.121224848551232	0.0983715484179424	0.846142730972209	1.22184308600212	1.54954470355296	0.963444632083292
I35.0 and I35.2 UKB	'BCAM	Wald ratio	1	-0.157232009231953	0.105153408162316	0.134845795828115	0.907602802230189	0.854505782587299	1.0500824351624	0.695355057874295
I35.0 and I35.2 UKB	'RHOC	Wald ratio	1	-0.00661990235988827	0.142848257429584	0.963037505553707	0.99710785513141	0.993401960922871	1.31437685948347	0.750810126369101
I35.0 and I35.2 UKB	'FSH	Wald ratio	1	-0.147515899350575	0.172380560799661	0.392132115234206	0.977715393234703	0.862848719478031	1.20967290886995	0.615462169356491
I35.0 and I35.2 UKB	'CBPZ	Wald ratio	1	0.0543656868991445	0.188240839233855	0.772727388507221	0.99710785513141	1.05587064962829	1.52701940151491	0.730090808041103
I35.0 and I35.2 UKB	'F172A	Wald ratio	1	0.000614881079065969	0.18095183628506	0.997288763763603	0.999005615860596	1.00061507015719	1.42658072581692	0.701839370535677
I35.0 and I35.2 UKB	'CLIC5	Wald ratio	1	-0.0275857246562925	0.0567996989686472	0.62720346855584	0.99710785513141	0.972791286780264	1.08734797958531	0.870303624417003
I35.0 and I35.2 UKB	'NUPL	Wald ratio	1	0.163935808895605	0.124527180551791	0.188017656967484	0.932295469491136	1.17813868664199	1.50382081997741	0.922989458932581
I35.0 and I35.2 UKB	'B3GT6	Wald ratio	1	0.0120152628385551	0.149801038800542	0.93607171546228	0.99710785513141	1.01208773607991	1.35747356438611	0.754579398374207
I35.0 and I35.2 UKB	'MPPD2	Wald ratio	1	0.0152957975501325	0.0654499573294605	0.815216197104047	0.99710785513141	1.01541337698698	1.15439651999528	0.893163058191066
I35.0 and I35.2 UKB	'OFUT1	Wald ratio	1	0.0585924893850921	0.0455331226933828	0.198160430451333	0.941420319748024	1.06034305163633	1.15932438632895	0.969812591205532
I35.0 and I35.2 UKB	'Sialoadhesin	Inverse variance weighted	2	-0.000798333673523884	0.129196028923462	0.995069708688593	0.999005615860596	0.999201984910019	1.28714409338178	0.775674310111594
I35.0 and I35.2 UKB	'MASP3	Wald ratio	1	0.172742253277462	0.161242250890194	0.284024998437912	0.954580936813541	1.18855971822871	1.63032122347936	0.866500529742872
I35.0 and I35.2 UKB	'SIAS	Wald ratio	1	0.0823225981017114	0.133473448089123	0.537385555051501	0.99710785513141	1.08580603230081	1.41048068318876	0.835867342128673
I35.0 and I35.2 UKB	'DCMC	Wald ratio	1	-0.106206064275952	0.142185306490123	0.455090560427574	0.99710785513141	0.899239327881636	1.18824465280707	0.680525990080185
I35.0 and I35.2 UKB	'DPEP2	Inverse variance weighted	3	0.14656076999134	0.0959635531149602	0.126697734578369	0.888677034519032	1.15784529092885	1.3974502611344	0.959322671447249
I35.0 and I35.2 UKB	'EMR2	Inverse variance weighted	3	-0.190053379125161	0.0460284967810293	3.6428534121491e-05	0.0270846151193285	0.826914992766368	0.904984443046033	0.755580287060271
I35.0 and I35.2 UKB	'Secretoglobin family 3A member 1	Wald ratio	1	-0.0100882484764508	0.14840120392912	0.945801905771523	0.99710785513141	0.989962467214768	1.32415975514912	0.740111366988031
I35.0 and I35.2 UKB	'GNA1	Wald ratio	1	-0.398551266108559	0.205662239582987	0.0526363661869643	0.753342664690641	0.671291865188141	1.0045570755046	0.448588516527462
I35.0 and I35.2 UKB	'THIL	Inverse variance weighted	2	-0.189309678363322	0.0589779376022502	0.00132809383905606	0.282125076953765	0.827530198812712	0.928938334567218	0.737192345782618
I35.0 and I35.2 UKB	'MYPC1	Wald ratio	1	-0.120495997930612	0.215007892046277	0.575188948854217	0.99710785513141	0.886480635095292	1.35110053367963	0.581635412620815
I35.0 and I35.2 UKB	'Spondin-1	Inverse variance weighted	4	0.0144938544749838	0.0533413993022581	0.785838338860683	0.99710785513141	1.01459939968625	1.12641834997792	0.913880657096783
I35.0 and I35.2 UKB	'CNPY3	Inverse variance weighted	2	0.0275005577908114	0.0773467273569089	0.722178282674196	0.99710785513141	1.02788218845033	1.19614052376153	0.883292366026458
I35.0 and I35.2 UKB	'AIF1	Wald ratio	1	-0.0199366795168067	0.0736266610076563	0.786559697259999	0.99710785513141	0.980260741925461	1.13243657915204	0.848534160632448
I35.0 and I35.2 UKB	'TPP1	Wald ratio	1	0.0501926369436675	0.138706315334171	0.717454660761759	0.99710785513141	1.05147362953405	1.37996345232872	0.801178315077691
I35.0 and I35.2 UKB	'FCG2A	Inverse variance weighted	3	0.00571815428490858	0.0159407545674941	0.719809877673617	0.99710785513141	1.00573453413508	1.03765362374127	0.974797302306834
I35.0 and I35.2 UKB	'CYTD	Inverse variance weighted	2	-0.0381755964028579	0.0354194168137401	0.281116101457338	0.954580936813541	0.962543906803118	1.0317397557035	0.897988826544804
I35.0 and I35.2 UKB	'KPRB	Wald ratio	1	-0.35657169745028	0.149416625622895	0.0170130379453059	0.604152572427956	0.700072276272988	0.938272264690471	0.522344324190084
I35.0 and I35.2 UKB	'RPIA	Inverse variance weighted	2	-0.0264818610798811	0.0637574716725414	0.677883462405427	0.99710785513141	0.973865708547619	1.10349540578997	0.859463857582631
I35.0 and I35.2 UKB	'ARH	Wald ratio	1	-0.15405624014932	0.142918372820835	0.281064251252697	0.954580936813541	0.857223809260719	1.13435450442067	0.647798070444255
I35.0 and I35.2 UKB	'FAIM1	Inverse variance weighted	3	0.065902064207104	0.0362309616570907	0.0689200840622957	0.774720964756092	1.06812210465819	1.14673038450428	0.994902416362359
I35.0 and I35.2 UKB	'CRDL2	Inverse variance weighted	2	-0.0129156919406294	0.070620537290023	0.854885419644776	0.99710785513141	0.987167357676268	1.1337158051425	0.859562323856868
I35.0 and I35.2 UKB	'a1-Microglobulin	Inverse variance weighted	2	-0.111623699166606	0.118079750211352	0.344493154845004	0.972386031948599	0.894380750406855	1.1272855911456	0.709595627746305
I35.0 and I35.2 UKB	'PLA2R	Inverse variance weighted	2	0.0411836640356335	0.028576179397616	0.149531407583043	0.932295469491136	1.04204347388092	1.10207302636603	0.985283711224028
I35.0 and I35.2 UKB	'Calpain I	Inverse variance weighted	2	-0.0813388193526188	0.0723021227888137	0.260595298333702	0.952032994468877	0.921881287302357	1.06223304800691	0.800074060464297
I35.0 and I35.2 UKB	'C9	Inverse variance weighted	3	0.126195943984671	0.0975432570608389	0.195754072680974	0.935913960299009	1.13450444582708	1.37352541173041	0.937077921244925
I35.0 and I35.2 UKB	'PHS	Inverse variance weighted	2	0.0598002284323265	0.127957070660415	0.640252332087806	0.99710785513141	1.06162444298068	1.36423807629229	0.826136198307201
I35.0 and I35.2 UKB	'SDCB2	Wald ratio	1	-0.109278880973257	0.21143768120143	0.605269737273272	0.99710785513141	0.896480371314836	1.3568135519571	0.592326819697184
I35.0 and I35.2 UKB	'PKP2	Wald ratio	1	0.1432468376542	0.199561389612523	0.472875446053433	0.99710785513141	1.15401462077443	1.70640217245291	0.780443066974529
I35.0 and I35.2 UKB	'Aldose reductase	Wald ratio	1	-0.0158900130158927	0.144933231931979	0.912697439419775	0.99710785513141	0.984235567203975	1.30758133506228	0.740848485500282
I35.0 and I35.2 UKB	'alpha-1-antichymotrypsin complex	Inverse variance weighted	3	0.0422415635902124	0.0602996085666423	0.483597631445572	0.99710785513141	1.04314643451571	1.17401417610615	0.92686656259289
I35.0 and I35.2 UKB	'NHEJ1	Wald ratio	1	0.0109538812624219	0.116829280542757	0.925300025171628	0.99710785513141	1.0110140946758	1.27117195113635	0.804100105197718
I35.0 and I35.2 UKB	'b2-Glycoprotein I	Inverse variance weighted	2	-0.0458004848729868	0.0342006975581169	0.180515938571592	0.932295469491136	0.955232526518705	1.02145990391424	0.893299067562734
I35.0 and I35.2 UKB	'PLCG1	Wald ratio	1	-0.0230539347979641	0.176405357785541	0.896022702251726	0.99710785513141	0.977209776740041	1.38085181565052	0.691557875315134
