outcome	exposure	method	nsnp	b	se	pval	FDR	OR	UCI	LCI
I35.0 and I35.2 UKB	SERPINA5	Inverse variance weighted	4	-0.12434359382826	0.0839122334885824	0.138385760066081	0.942648981965458	0.883076369159905	1.04094024225301	0.749153353972362
I35.0 and I35.2 UKB	GZMA	Inverse variance weighted	4	0.0648657494906878	0.0857869724351534	0.449573730427325	0.98865326168901	1.06701576735803	1.26239185041894	0.901877374614558
I35.0 and I35.2 UKB	NTM	Inverse variance weighted	13	-0.0351660198031362	0.043608390090354	0.420009417857266	0.98865326168901	0.965445119943002	1.05159328124429	0.886354350342438
I35.0 and I35.2 UKB	RBP4	Inverse variance weighted	2	-0.0107871790706362	0.0771766723413073	0.888839714806021	0.98865326168901	0.989270793903313	1.15082502559545	0.850395743839269
I35.0 and I35.2 UKB	IL6R	Inverse variance weighted	27	-0.0599349316048253	0.0279017551613585	0.0317081711247372	0.79221345509114	0.941825814684791	0.994766252543825	0.891702812533431
I35.0 and I35.2 UKB	ASIP	Wald ratio	1	-0.337396259651794	0.524826899175841	0.520307479087599	0.98865326168901	0.713626002676599	1.99623810674877	0.255110885807909
I35.0 and I35.2 UKB	DDX58	Inverse variance weighted	3	0.138817255076148	0.173707178091997	0.424206231511419	0.98865326168901	1.14891412259419	1.61491661560357	0.817381930647258
I35.0 and I35.2 UKB	TNC	Inverse variance weighted	34	-0.0457270487171603	0.0329915695319493	0.165740116139727	0.94653791115968	0.955302677699158	1.01911685881821	0.895484357973878
I35.0 and I35.2 UKB	CNTN2	Inverse variance weighted	16	0.0732386599038268	0.0498716766735935	0.141957012304461	0.942648981965458	1.07598730129965	1.18647549818604	0.97578810041012
I35.0 and I35.2 UKB	B3GAT3	Wald ratio	1	0.0600790385645103	0.0830490103507102	0.469423932317736	0.98865326168901	1.06192047589853	1.24963948642013	0.902400339767616
I35.0 and I35.2 UKB	MFAP2	Inverse variance weighted	5	0.0194442961884297	0.0690268006069708	0.778179704020889	0.98865326168901	1.01963456774688	1.16735070359566	0.890610378305364
I35.0 and I35.2 UKB	CRLF1	Wald ratio	1	0.256850811855838	0.575711515527012	0.65549251177661	0.98865326168901	1.29285223414558	3.99580628461944	0.418305288163989
I35.0 and I35.2 UKB	ATF6B	Inverse variance weighted	3	0.0199005660806171	0.0991709359291076	0.840957136579491	0.98865326168901	1.02009990245221	1.238964066863	0.839898297952876
I35.0 and I35.2 UKB	BPIFA2	Wald ratio	1	-0.176809678795608	0.266425230955359	0.50692257934772	0.98865326168901	0.837939246954659	1.41253190850719	0.497080580876213
I35.0 and I35.2 UKB	LPO	Inverse variance weighted	5	-0.0169399244789369	0.0771296080107798	0.826159843532549	0.98865326168901	0.983202749278196	1.14366052749648	0.845257506879533
I35.0 and I35.2 UKB	REN	Inverse variance weighted	3	0.0369184460948555	0.149333171923597	0.804736416657063	0.98865326168901	1.03760839637074	1.39042779094795	0.774316502610358
I35.0 and I35.2 UKB	ADH4	Wald ratio	1	-0.228698685382096	0.193229804367171	0.23658806500581	0.983576040841462	0.795568213726039	1.16187110968185	0.544749565951902
I35.0 and I35.2 UKB	ACLY	Wald ratio	1	-0.325949477518998	0.341490063469367	0.3398347400634	0.98865326168901	0.721841655741812	1.40969172661652	0.369623631979947
I35.0 and I35.2 UKB	CCBL2	Wald ratio	1	0.469448309838988	0.448624521886683	0.295368564241276	0.986195973286452	1.59911173560726	3.85261590237504	0.663745986559531
I35.0 and I35.2 UKB	CXCL10	Wald ratio	1	-0.0301183515734008	0.0650436780935826	0.643329889841771	0.98865326168901	0.970330686589006	1.10226511441368	0.854188007063186
I35.0 and I35.2 UKB	CALCB	Wald ratio	1	0.0131953855677203	0.0923124038464808	0.886335423814001	0.98865326168901	1.01328282886055	1.21425132943825	0.845576254578723
I35.0 and I35.2 UKB	ITPA	Inverse variance weighted	27	-0.0569304499909423	0.0446112978643955	0.201904541810182	0.960473702543478	0.944659768177254	1.03097782217943	0.86556864601244
I35.0 and I35.2 UKB	CD48	Inverse variance weighted	5	0.0471337706670642	0.0679300967490196	0.487771915081226	0.98865326168901	1.04826222643825	1.19754875120799	0.917585771993699
I35.0 and I35.2 UKB	PRSS57	Inverse variance weighted	14	0.0892267522688371	0.049454488194573	0.0711969026008697	0.844768922349326	1.09332854294854	1.20461203100585	0.992325555496771
I35.0 and I35.2 UKB	MDK	Inverse variance weighted	2	-0.00110433348462304	0.247828168591351	0.996444602216242	0.998158304485068	0.998896276067196	1.62358858770995	0.614560719318855
I35.0 and I35.2 UKB	LRRC15	Inverse variance weighted	5	0.0700313875982698	0.0645403035881374	0.277886258983382	0.986195973286452	1.07254184523846	1.21717230121333	0.945097098118991
I35.0 and I35.2 UKB	FSTL1	Wald ratio	1	0.0163551356316475	0.140154220795228	0.907102663892786	0.98865326168901	1.01648961299395	1.33784138506589	0.772327082162815
I35.0 and I35.2 UKB	F2	Inverse variance weighted	2	0.161135283745377	0.161765157886549	0.31919852663535	0.986195973286452	1.17484389534594	1.61316000795447	0.855623851090764
I35.0 and I35.2 UKB	KLK8	Inverse variance weighted	10	0.0805087506453095	0.0515276686368173	0.118185009516575	0.91780617540459	1.08383833088556	1.19901811118537	0.979722922062839
I35.0 and I35.2 UKB	ITIH1	Inverse variance weighted	10	-0.0379484617450887	0.0506130374350196	0.453389375850152	0.98865326168901	0.962762558714751	1.06316795904837	0.871839427227134
I35.0 and I35.2 UKB	RALB	Wald ratio	1	-0.0992829182204176	0.091995764298537	0.280493301950005	0.986195973286452	0.905486493154075	1.08440210499849	0.756090186016016
I35.0 and I35.2 UKB	GCKR	Wald ratio	1	-0.488103115901771	0.240844493220556	0.0427000788943885	0.824440721782223	0.613789578313661	0.984080172442446	0.382832270171052
I35.0 and I35.2 UKB	NHEJ1	Inverse variance weighted	2	-0.096410115836334	0.16632905761628	0.562160896624327	0.98865326168901	0.908091516978086	1.25809017517895	0.655461921153837
I35.0 and I35.2 UKB	KRT1	Inverse variance weighted	2	-0.18447722802792	0.235744859502755	0.433903652316621	0.98865326168901	0.831538875463859	1.31993526878617	0.523856675216788
I35.0 and I35.2 UKB	TPSB2	Inverse variance weighted	29	0.0364310374028348	0.0277872269850983	0.189833656593062	0.955024745911728	1.03710278025029	1.09515291540878	0.982129674924352
I35.0 and I35.2 UKB	CHAD	Inverse variance weighted	2	-0.0730185045446868	0.232514397981336	0.753491694239513	0.98865326168901	0.929583628344848	1.46625233795682	0.589343116268041
I35.0 and I35.2 UKB	SNX1	Wald ratio	1	-0.068054482026235	0.172974561857615	0.693997218881693	0.98865326168901	0.934209574560135	1.31124315330806	0.665587863698676
I35.0 and I35.2 UKB	ACAT2	Inverse variance weighted	4	-0.0135652043903891	0.0956827897108319	0.887259573649249	0.98865326168901	0.986526388368767	1.19002351025233	0.81782780471418
I35.0 and I35.2 UKB	REXO2	Inverse variance weighted	2	-0.0930112426948266	0.169135136899763	0.582372428108199	0.98865326168901	0.911183256083275	1.26933561479412	0.65408621367737
I35.0 and I35.2 UKB	NPW	Inverse variance weighted	8	0.0159586547888371	0.0452198768359737	0.724154122213685	0.98865326168901	1.01608667421951	1.11025488310926	0.929905506594267
I35.0 and I35.2 UKB	MCL1	Wald ratio	1	-0.0250405738898766	0.092217653587365	0.785977471911341	0.98865326168901	0.975270340714153	1.16848265040975	0.814006298803977
I35.0 and I35.2 UKB	PDLIM4	Inverse variance weighted	2	-0.211171629526203	0.131196057956813	0.107487781384174	0.91780617540459	0.809635097667797	1.04704576765354	0.626055719459674
I35.0 and I35.2 UKB	PCYOX1	Inverse variance weighted	7	0.0334993599621717	0.0399164299404416	0.401336116747123	0.98865326168901	1.03406678188421	1.11821712316687	0.956249092634215
I35.0 and I35.2 UKB	CALCOCO2	Wald ratio	1	-0.00845352870499428	0.242210265068515	0.972158195170964	0.993249551973848	0.991582101896662	1.59405102549194	0.616815302068745
I35.0 and I35.2 UKB	CTRB2	Inverse variance weighted	14	0.0143580273064421	0.0495421837336514	0.77195839988399	0.98865326168901	1.01446159888134	1.11790981758652	0.920586186304994
I35.0 and I35.2 UKB	ENGASE	Inverse variance weighted	21	0.00511917921871752	0.0366546194508543	0.888928738315043	0.98865326168901	1.00513230460416	1.08000128758353	0.935453467855922
I35.0 and I35.2 UKB	C1QTNF9	Wald ratio	1	0.236913817056669	0.105146188756337	0.0242474857371553	0.751223030338165	1.26733189067608	1.5573728747798	1.0313073684115
I35.0 and I35.2 UKB	ALKBH3	Inverse variance weighted	10	0.101270134036305	0.074688644243939	0.175131834081401	0.955024745911728	1.1065755251054	1.2810241519965	0.95588314307257
I35.0 and I35.2 UKB	GNLY	Inverse variance weighted	20	-0.0095659668107161	0.0453132160488026	0.832803266496561	0.98865326168901	0.990479641504728	1.08247267344476	0.906304560200428
I35.0 and I35.2 UKB	HK2	Inverse variance weighted	2	-0.378758849979816	0.611418258179484	0.535602921387788	0.98865326168901	0.684710710760494	2.26963933600285	0.206565311938862
I35.0 and I35.2 UKB	BID	Wald ratio	1	0.233105328031062	0.286202037522023	0.415371040549823	0.98865326168901	1.2625144504856	2.21236332410106	0.72047060278068
I35.0 and I35.2 UKB	IGFALS	Inverse variance weighted	5	-0.00224484597153698	0.0869406082158511	0.979400547387481	0.995253951083098	0.997757671810817	1.18312441216459	0.841433378790645
I35.0 and I35.2 UKB	CNTN5	Inverse variance weighted	10	-0.107530702868405	0.0753044250933269	0.153307209796381	0.942648981965458	0.898048949348805	1.04087943907141	0.774817798443574
I35.0 and I35.2 UKB	FJX1	Inverse variance weighted	5	0.141250863726883	0.0990704485572662	0.153937103156558	0.942648981965458	1.15171353489727	1.39854015044743	0.948449042411263
I35.0 and I35.2 UKB	CKMT1A	Inverse variance weighted	2	0.139766278053606	0.240149578371798	0.560568858986216	0.98865326168901	1.15000498604102	1.84127718233066	0.718257674949949
I35.0 and I35.2 UKB	AK1	Wald ratio	1	-0.23883017519773	0.4004105278293	0.550865780076945	0.98865326168901	0.787548616304739	1.72628976222087	0.359286625349375
I35.0 and I35.2 UKB	LRP12	Wald ratio	1	0.284128490466731	0.424100957140453	0.502886576586705	0.98865326168901	1.32860363268664	3.05068564337538	0.578619962571782
I35.0 and I35.2 UKB	LEFTY2	Inverse variance weighted	13	-0.0272931276210528	0.0334175864460782	0.414083046842604	0.98865326168901	0.973075964272548	1.03894454973403	0.911383415493489
I35.0 and I35.2 UKB	GNMT	Inverse variance weighted	2	0.168299344904802	0.0941389323422472	0.07381211842944	0.851126826443944	1.18329076970012	1.42306308752479	0.983917760169652
I35.0 and I35.2 UKB	PCSK2	Wald ratio	1	-0.308322363076317	0.249462743750138	0.216478811376214	0.973572718904317	0.734678446627668	1.19796539624664	0.450557605111422
I35.0 and I35.2 UKB	NANS	Inverse variance weighted	3	0.203148211983741	0.217294855094655	0.349841611387007	0.98865326168901	1.22525405212437	1.87582043296915	0.80031513990437
I35.0 and I35.2 UKB	MFNG	Wald ratio	1	0.320194172165987	0.126184461936249	0.0111644587559353	0.71162619123219	1.37739519017929	1.76387962870555	1.07559352636854
I35.0 and I35.2 UKB	SERPIND1	Inverse variance weighted	2	0.00753294934306491	0.0990725219779871	0.939391492639723	0.992186689156928	1.00756139338362	1.22349937420356	0.829734761489327
I35.0 and I35.2 UKB	IDH1	Inverse variance weighted	3	-0.0300808776539859	0.0680301796282262	0.658366479054552	0.98865326168901	0.970367049364285	1.10877774102333	0.849234409795153
I35.0 and I35.2 UKB	ARG1	Inverse variance weighted	2	-0.60611005657013	0.379830781572066	0.110547509643843	0.91780617540459	0.545468589453623	1.14838691525817	0.259090362426879
I35.0 and I35.2 UKB	PDGFRA	Inverse variance weighted	3	-0.423000273496656	0.426525966097714	0.321327333902752	0.986195973286452	0.655078453950015	1.51133084966705	0.283940330420754
I35.0 and I35.2 UKB	HEXIM1	Wald ratio	1	-0.0253630390248913	0.254779241806558	0.92070232150231	0.991224440081717	0.974955900732749	1.60641385429701	0.591714897024201
I35.0 and I35.2 UKB	SPARC	Wald ratio	1	-0.0283886173893894	0.131772220865406	0.829426593170169	0.98865326168901	0.972010553189893	1.25845519808871	0.750765316832454
I35.0 and I35.2 UKB	ZADH2	Wald ratio	1	-0.0885897823854119	0.22083548123756	0.688304259535723	0.98865326168901	0.915220936328303	1.41092816495365	0.593672578873759
I35.0 and I35.2 UKB	F13B	Wald ratio	1	0.130871584389918	0.0616337277460387	0.0337223483969696	0.797875922580565	1.13982140105284	1.28617627761482	1.01012034579535
I35.0 and I35.2 UKB	MAPK13	Wald ratio	1	0.148581899537669	0.193712989649528	0.443069126563957	0.98865326168901	1.160187812729	1.69597765005749	0.793663619776641
I35.0 and I35.2 UKB	OLA1	Wald ratio	1	-0.16715196478366	0.153349876026059	0.27571142079547	0.986195973286452	0.846071028566592	1.14272275030577	0.626430326330851
I35.0 and I35.2 UKB	FGFR1	Wald ratio	1	-0.57812831348906	0.447724023057944	0.196613387652772	0.955024745911728	0.560947302118643	1.34906366685437	0.233244644774908
I35.0 and I35.2 UKB	TXNL4B	Inverse variance weighted	5	0.0810423930100497	0.107051718429689	0.449026121905113	0.98865326168901	1.08441686728749	1.33758234083237	0.87916826213915
I35.0 and I35.2 UKB	SCT	Wald ratio	1	-0.303853461651624	0.240861603111446	0.207118969653799	0.969265311373144	0.737968999285902	1.18321496524653	0.460269908599041
I35.0 and I35.2 UKB	CCNH	Wald ratio	1	0.400686751486599	0.262259515848242	0.126555892381154	0.934399143693628	1.49284956234352	2.49606477713731	0.892845344480676
I35.0 and I35.2 UKB	SFRP4	Inverse variance weighted	3	-0.124549324681992	0.0951463949987406	0.190524761151811	0.955024745911728	0.882894711791471	1.06389596567263	0.732687308966828
I35.0 and I35.2 UKB	BPNT1	Wald ratio	1	0.386849283898921	0.246366001519921	0.116363503036219	0.91780617540459	1.47233457002413	2.38625847315962	0.908438507592938
I35.0 and I35.2 UKB	GKN2	Inverse variance weighted	11	-0.0621755807265225	0.0459278641534168	0.175811045622933	0.955024745911728	0.939717875957765	1.02823427291908	0.858821486165413
I35.0 and I35.2 UKB	ECH1	Inverse variance weighted	4	0.0135933994234759	0.112413873188343	0.90375218910621	0.98865326168901	1.0136862097365	1.2635492054721	0.813232858174302
I35.0 and I35.2 UKB	MARK3	Wald ratio	1	0.563340765381246	0.438722554234432	0.199125203148219	0.955024745911728	1.7565308666441	4.15053387970594	0.74337441276159
I35.0 and I35.2 UKB	NOTCH1	Inverse variance weighted	2	-0.0436253787598728	0.210388915673832	0.835731936360527	0.98865326168901	0.957312519909699	1.44590712961875	0.633821662541704
I35.0 and I35.2 UKB	CXCL12	Inverse variance weighted	5	-0.0384966578171075	0.118344491321564	0.744959179867435	0.98865326168901	0.962234920699534	1.21343908260178	0.763034630983195
I35.0 and I35.2 UKB	DNAJB1	Wald ratio	1	0.326369415021291	0.399516175889441	0.413978924520357	0.98865326168901	1.38592725666447	3.03260237264619	0.633381539924556
I35.0 and I35.2 UKB	PKDCC	Wald ratio	1	0.0359425487636603	0.343554683990225	0.91667767271407	0.991224440081717	1.03659629104167	2.03258773870874	0.528652146295032
I35.0 and I35.2 UKB	MENT	Wald ratio	1	-0.189945003698604	0.137598800129421	0.167455424550646	0.94653791115968	0.827004614887766	1.08301481179	0.631511799838873
I35.0 and I35.2 UKB	BPIFB1	Inverse variance weighted	8	-0.0228118246689791	0.0745076191209411	0.759476981394543	0.98865326168901	0.977446397768151	1.13113675937112	0.844638327412424
I35.0 and I35.2 UKB	SHANK3	Inverse variance weighted	5	0.00885235070259155	0.0650882678288669	0.891817075194213	0.98865326168901	1.00889164863317	1.1461693195155	0.888055840747869
I35.0 and I35.2 UKB	SIAE	Inverse variance weighted	2	0.0342540024603821	0.192088694474225	0.858468621106842	0.98865326168901	1.0348474271408	1.50794507065893	0.710177856141656
I35.0 and I35.2 UKB	CINP	Wald ratio	1	-0.0191045588465855	0.401690771511193	0.962066622122904	0.992186689156928	0.981076776623607	2.1559023359912	0.446454194868545
I35.0 and I35.2 UKB	PSAT1	Wald ratio	1	0.116894941158708	0.548204466835076	0.831145716286611	0.98865326168901	1.12400133720922	3.29160634425582	0.383818377386722
I35.0 and I35.2 UKB	GLRX	Wald ratio	1	-0.215955788933791	0.278370963196111	0.43787642733373	0.98865326168901	0.805770925077722	1.39048318094564	0.466936092861659
I35.0 and I35.2 UKB	PPT1	Inverse variance weighted	2	0.0337937127863081	0.134135889063859	0.80109022493578	0.98865326168901	1.03437120716382	1.34541168988441	0.795238960872615
I35.0 and I35.2 UKB	PSG3	Inverse variance weighted	13	-0.00345403191576062	0.0462383654715046	0.940452960012776	0.992186689156928	0.996551926390443	1.09108560055314	0.910208824577124
I35.0 and I35.2 UKB	HAMP	Wald ratio	1	0.128102079846636	0.260979374667674	0.623531584242422	0.98865326168901	1.13666902777508	1.89576348943981	0.681528305561434
I35.0 and I35.2 UKB	RPL12	Wald ratio	1	1.59343924287613	1.16569435523355	0.171642768089688	0.955024745911728	4.9206431469025	48.3371385432165	0.500913577197186
I35.0 and I35.2 UKB	ENTPD6	Wald ratio	1	0.329318835844188	0.169465572784577	0.0519824951514373	0.842547741545148	1.39002097345344	1.93764120289226	0.997170324287266
I35.0 and I35.2 UKB	TIMP3	Inverse variance weighted	14	-0.088208612774408	0.0438303680147213	0.0441672635405098	0.824440721782223	0.915569857231384	0.997701554015858	0.84019931621493
I35.0 and I35.2 UKB	ANXA4	Inverse variance weighted	3	0.0418969582040488	0.110621863641496	0.704880721265764	0.98865326168901	1.04278702256702	1.29526565219169	0.839522589512208
I35.0 and I35.2 UKB	REG3A	Inverse variance weighted	7	0.050437251504095	0.0794310194936266	0.525440286995639	0.98865326168901	1.05173086675445	1.2289031821217	0.900101677802081
I35.0 and I35.2 UKB	PRPSAP1	Wald ratio	1	0.196055014492474	0.27035943148095	0.468351226278877	0.98865326168901	1.21659383378559	2.06671316060153	0.716161577049396
I35.0 and I35.2 UKB	IL7R	Wald ratio	1	-0.294960061339911	0.263420231825323	0.262827987010707	0.986195973286452	0.744561323653715	1.24775207584614	0.444296247157139
I35.0 and I35.2 UKB	ADAMTS15	Wald ratio	1	-0.00236793271998654	0.298322387743136	0.99366686109772	0.998158304485068	0.997634868621131	1.7902297207924	0.555948390046932
I35.0 and I35.2 UKB	CCL25	Inverse variance weighted	19	-0.0339610589477825	0.0341694641552478	0.320271147929526	0.986195973286452	0.966609144681807	1.03356200220358	0.903993409771716
I35.0 and I35.2 UKB	PDE4A	Inverse variance weighted	3	-0.0710131661207302	0.0893972614079119	0.42698876402831	0.98865326168901	0.931449628468597	1.10982846377086	0.781740997547003
I35.0 and I35.2 UKB	GRHPR	Inverse variance weighted	3	0.0723544740130707	0.0934521186504041	0.438788209358634	0.98865326168901	1.07503634898047	1.291133644399	0.895107300969784
I35.0 and I35.2 UKB	IGFBP3	Inverse variance weighted	7	-0.010288553174193	0.0691493962209784	0.88172145836824	0.98865326168901	0.989764192940293	1.13342527358931	0.864312081664164
I35.0 and I35.2 UKB	P4HB	Wald ratio	1	-0.196337273307022	0.172839602118292	0.255977182497138	0.986195973286452	0.821735038641423	1.1530704568609	0.585609031705927
I35.0 and I35.2 UKB	C1orf198	Wald ratio	1	0.0795470928690247	0.189943410095348	0.675366950405592	0.98865326168901	1.0827965503249	1.57119452915058	0.746214646017994
I35.0 and I35.2 UKB	OLFM1	Inverse variance weighted	3	-0.0403405764513987	0.210144824034754	0.847769154381908	0.98865326168901	0.960462272610368	1.44997059752325	0.6362113677916
I35.0 and I35.2 UKB	CA6	Inverse variance weighted	24	0.0651357099750484	0.0389314061925961	0.0943097639477052	0.917326948165761	1.06730385833625	1.15193284477981	0.988892304947856
I35.0 and I35.2 UKB	UROS	Inverse variance weighted	4	0.168373227457978	0.182931886585057	0.357356004197977	0.98865326168901	1.18337819747299	1.69370718172623	0.826815858941538
I35.0 and I35.2 UKB	NUDCD3	Wald ratio	1	0.412248204856178	0.319402761769475	0.196813089610551	0.955024745911728	1.51020923107888	2.8243482158472	0.807525045544617
I35.0 and I35.2 UKB	NCAM1	Inverse variance weighted	6	0.0349526066759679	0.0604813735172633	0.563326936398355	0.98865326168901	1.03557062850224	1.16590323865632	0.919807485784539
I35.0 and I35.2 UKB	PIP	Inverse variance weighted	9	-0.0656144849914733	0.0509705891202246	0.197989431741835	0.955024745911728	0.936491826363426	1.03488247514369	0.847455592214697
I35.0 and I35.2 UKB	SORCS1	Wald ratio	1	0.191898842783384	0.323800076593306	0.553418040592584	0.98865326168901	1.21154795394712	2.28541355057852	0.64226819883075
I35.0 and I35.2 UKB	ANGPT2	Inverse variance weighted	3	0.0324932956194335	0.145618812327665	0.823427008084186	0.98865326168901	1.03302696731483	1.37424730650428	0.776530330566345
I35.0 and I35.2 UKB	THPO	Wald ratio	1	0.275399288936698	0.463167441131527	0.552110983377985	0.98865326168901	1.31705645596322	3.26482928031064	0.531310386933725
I35.0 and I35.2 UKB	EPHB4	Inverse variance weighted	3	0.15071003882671	0.147960580133943	0.308401276146134	0.986195973286452	1.1626594830925	1.55381434529951	0.869973351523125
I35.0 and I35.2 UKB	ESD	Inverse variance weighted	3	0.0777469722029985	0.0821409085247124	0.343889884201131	0.98865326168901	1.08084913919095	1.2696523881811	0.920121816463022
I35.0 and I35.2 UKB	SIRPB1	Inverse variance weighted	41	0.00199054149269236	0.0209494457047118	0.924301778555189	0.991224440081717	1.00199252393557	1.04399161213417	0.961683031121657
I35.0 and I35.2 UKB	INSR	Wald ratio	1	0.0282035361786365	0.295573462015051	0.923981455414711	0.991224440081717	1.02860502145227	1.83588659291942	0.576303729346562
I35.0 and I35.2 UKB	TIMD4	Inverse variance weighted	4	-0.0340440675466653	0.0797926519539419	0.669629411447583	0.98865326168901	0.966528911141123	1.13014905407117	0.826597281753608
I35.0 and I35.2 UKB	LMAN2	Wald ratio	1	-0.126701552180406	0.232910333767694	0.586446405131652	0.98865326168901	0.880996564869248	1.3906937203109	0.558106314838254
I35.0 and I35.2 UKB	MATN3	Inverse variance weighted	13	-0.016354684412859	0.045757264214208	0.720775393737846	0.98865326168901	0.983778327329391	1.0760851060427	0.899389641105772
I35.0 and I35.2 UKB	FCER2	Inverse variance weighted	11	-0.0283145807082763	0.0608012245359104	0.641436723021318	0.98865326168901	0.972082520289327	1.09511110008024	0.862875397923386
I35.0 and I35.2 UKB	NOV	Wald ratio	1	0.597688852273085	0.312840168332094	0.056065696017737	0.842547741545148	1.8179124772562	3.35635506209966	0.984641289082317
I35.0 and I35.2 UKB	AIF1L	Inverse variance weighted	11	-0.215900342513541	0.0862618542053742	0.012319830766317	0.73028173272498	0.805815603429675	0.954252365670548	0.680468616155271
I35.0 and I35.2 UKB	MVD	Inverse variance weighted	2	0.091460598078902	0.246467585641792	0.710573696962239	0.98865326168901	1.09577360025699	1.77630802305562	0.675963722189737
I35.0 and I35.2 UKB	PLA2G2A	Inverse variance weighted	13	-0.0645780577064011	0.0478365975687604	0.177025028796567	0.955024745911728	0.937462935199434	1.02961163066265	0.853561409661941
I35.0 and I35.2 UKB	SERPINB8	Inverse variance weighted	3	-0.0503323301909029	0.105769228882561	0.634167486237225	0.98865326168901	0.950913354767144	1.16996678371434	0.772873401930087
I35.0 and I35.2 UKB	CYB5A	Wald ratio	1	0.335027001639903	0.262635211427724	0.202084126297253	0.960473702543478	1.39797813241497	2.33916029350454	0.835489070217777
I35.0 and I35.2 UKB	CRISPLD2	Inverse variance weighted	8	-0.0880961911708675	0.0614282176220931	0.151534511319744	0.942648981965458	0.915672792848872	1.03283052466725	0.811804689674314
I35.0 and I35.2 UKB	PF4V1	Inverse variance weighted	3	0.0632160166481021	0.139339735960543	0.650057277095193	0.98865326168901	1.06525692760982	1.39978954333353	0.81067352390582
I35.0 and I35.2 UKB	CLIC5	Inverse variance weighted	10	0.00280107091055761	0.0502158102381253	0.955516544050728	0.992186689156928	1.00280499757511	1.10652454074733	0.908807555666542
I35.0 and I35.2 UKB	ALPPL2	Inverse variance weighted	3	-0.297840326133206	0.15633721518987	0.0567651635374725	0.842547741545148	0.742419875336284	1.00861753464168	0.546477978384696
I35.0 and I35.2 UKB	ZG16	Wald ratio	1	-0.0418367021916417	0.0656582869741215	0.52400209925189	0.98865326168901	0.959026374691543	1.09073691899298	0.843220369035591
I35.0 and I35.2 UKB	GPD1	Inverse variance weighted	2	0.162792246934657	0.562121389250367	0.77211969092432	0.98865326168901	1.17679218210764	3.54149930464013	0.391032080129235
I35.0 and I35.2 UKB	FCRL1	Inverse variance weighted	7	-0.051110361740914	0.0851047501554662	0.548134237514586	0.98865326168901	0.950173801910842	1.12265335287527	0.804193254779344
I35.0 and I35.2 UKB	C1QTNF5	Wald ratio	1	-0.407957852782894	0.235504454876795	0.0832250846056298	0.881045954098159	0.665006906422217	1.05509507228272	0.419141551512003
I35.0 and I35.2 UKB	FAM172A	Wald ratio	1	-0.0459928410896033	0.311116659104882	0.882475752356045	0.98865326168901	0.95504879927502	1.75733034977728	0.519036280863332
I35.0 and I35.2 UKB	MANBA	Inverse variance weighted	4	-0.014012840910811	0.0668161909214981	0.833884470231939	0.98865326168901	0.986084881953543	1.12405973299713	0.865046016571273
