outcome	exposure	method	nsnp	b	se	pval	OR	UCI	LCI	study	FDR
AVS (all)	LRP12  (Fenland)	Wald ratio	1	-0.17166580120107	0.226653756419147	0.448814890795569	0.842260608621973	1.31334269315021	0.540150667861613	Fenland	0.976992540016997
AVS (all)	MSP  (Fenland)	Wald ratio	1	0.0008740995254727	0.0487743323767284	0.985701635447443	1.0008744816618	1.10127851472222	0.9096243272252	Fenland	0.995255140787569
AVS (all)	C4  (Fenland)	Wald ratio	1	0.0252673937330964	0.0545906954559278	0.643470702679586	1.02558932002009	1.14141093204626	0.921520395335265	Fenland	0.983618299659666
AVS (all)	ARH  (Fenland)	Wald ratio	1	-0.323844496903714	0.161995446896837	0.045597936466609	0.723362718776909	0.993686592850471	0.526578125015581	Fenland	0.848849049743832
AVS (all)	NADK  (Fenland)	Wald ratio	1	-0.0913192191146757	0.112624600920889	0.417464252546728	0.912726304707597	1.13817374373999	0.731935095047749	Fenland	0.973376415147057
AVS (all)	PSP-94  (Fenland)	Wald ratio	1	0.0267640173614753	0.0256143322221058	0.296076378830961	1.02712539040234	1.0800076327981	0.976832510781316	Fenland	0.967703212784863
AVS (all)	TrkC  (Fenland)	Wald ratio	1	-0.340678352213607	0.194105319514829	0.079238586812897	0.71128765551629	1.04056941113994	0.486205075292014	Fenland	0.85393465973087
AVS (all)	H6ST3  (Fenland)	Wald ratio	1	0.174746912021209	0.224813361560021	0.436983143436258	1.19094476466369	1.85036163928108	0.766525527967024	Fenland	0.976992540016997
AVS (all)	GMPR2  (Fenland)	Wald ratio	1	0.0975505619588063	0.0729014150627978	0.180858571989026	1.10246718305441	1.27180523426992	0.955676118450357	Fenland	0.927125789845387
AVS (all)	ApoM  (Fenland)	Wald ratio	1	-0.137772604392487	0.0840110884770778	0.101018979608659	0.871296798285436	1.02725390380519	0.739017012143102	Fenland	0.86759468148599
AVS (all)	HEXI1  (Fenland)	Wald ratio	1	0.101573227707239	0.170463304152951	0.551264981498793	1.10691097197681	1.54601600687492	0.792522130711535	Fenland	0.977922605225085
AVS (all)	ASPN  (Fenland)	Wald ratio	1	-0.0486306897991907	0.0557683053402898	0.383201260612676	0.952532844844719	1.06255372863798	0.853903944858397	Fenland	0.973376415147057
AVS (all)	Gastric intrinsic factor  (Fenland)	Wald ratio	1	-0.164471062124415	0.16910803285459	0.330762170417737	0.848342305813241	1.18173143671972	0.609008650755914	Fenland	0.973376415147057
AVS (all)	LEG9  (Fenland)	Wald ratio	1	-0.0970487798640004	0.142108001441128	0.494655689888007	0.907511736754457	1.19899403728619	0.686890448772522	Fenland	0.976992540016997
AVS (all)	FA20B  (Fenland)	Wald ratio	1	0.214814960084751	0.209866099349544	0.30603320467796	1.23963249425071	1.87040037983	0.821582767718377	Fenland	0.972115595544085
AVS (all)	ERBB3  (Fenland)	Wald ratio	1	0.031689385203796	0.191670332989574	0.868682074704658	1.03219683989492	1.50284989851572	0.708939939604961	Fenland	0.993053115990759
AVS (all)	Factor D  (Fenland)	Wald ratio	1	-0.0307791482644752	0.171268913528615	0.85737835462401	0.969689707083952	1.35650009378131	0.693179552537616	Fenland	0.993053115990759
AVS (all)	GPC6  (Fenland)	Wald ratio	1	-0.170144038369859	0.23361339888798	0.466421055284364	0.843543305242852	1.33340820343373	0.533644015379271	Fenland	0.976992540016997
AVS (all)	LSHB  (Fenland)	Wald ratio	1	-0.0775744455738904	0.106945312863109	0.468227802323346	0.925358133015073	1.14115210173783	0.750371202080005	Fenland	0.976992540016997
AVS (all)	Thrombin  (Fenland)	Wald ratio	1	0.259577740968041	0.198567418017538	0.191126992183902	1.29638256182965	1.91318593316914	0.878434091260599	Fenland	0.927125789845387
AVS (all)	Arylsulfatase A  (Fenland)	Wald ratio	1	0.225685541933595	0.0869780895651621	0.00946624541453565	1.25318153027111	1.48611093580271	1.05676091197348	Fenland	0.682293415127319
AVS (all)	Carbohydrate sulfotransferase 9  (Fenland)	Wald ratio	1	-0.151651654131441	0.114959260754957	0.187109825248002	0.859287557882812	1.07644989991499	0.685935413427523	Fenland	0.927125789845387
AVS (all)	sTREM-1  (Fenland)	Wald ratio	1	0.155520817343643	0.0871750701395694	0.074422747682505	1.16826625601423	1.38594740791043	0.984774773668555	Fenland	0.849510997698265
AVS (all)	ASAHL  (Fenland)	Wald ratio	1	-0.023490265711119	0.0375272790399495	0.531346594373035	0.976783482915163	1.05133754007803	0.907516317190636	Fenland	0.976992540016997
AVS (all)	ARMEL  (Fenland)	Wald ratio	1	-0.00744574995791625	0.0570411432762165	0.896144769415588	0.992581900968446	1.10999431186311	0.887589080052541	Fenland	0.993053115990759
AVS (all)	NKp46  (Fenland)	Wald ratio	1	-0.184415265974254	0.0957750725996884	0.0541663613646971	0.83159040091658	1.00330934013611	0.689261593839828	Fenland	0.848849049743832
AVS (all)	CPN2  (Fenland)	Inverse variance weighted	2	0.00855623740493393	0.0944328977619866	0.927805241230115	1.00859294662711	1.21366501182509	0.838171754211007	Fenland	0.993639606531922
AVS (all)	Arginase  (Fenland)	Wald ratio	1	0.0790367666322448	0.179309331154173	0.65936904505911	1.0822441118101	1.5380002839317	0.761542328557625	Fenland	0.983618299659666
AVS (all)	LIMA1  (Fenland)	Wald ratio	1	-0.310029914850329	0.131563229890735	0.0184476283370029	0.733425015596546	0.949171306265819	0.566717777867749	Fenland	0.723802506515318
AVS (all)	Tenascin-X  (Fenland)	Wald ratio	1	0.080824426092712	0.0403198722903487	0.0450079227546578	1.08418052604404	1.17333647181635	1.00179909283269	Fenland	0.848849049743832
AVS (all)	AP4AT  (Fenland)	Wald ratio	1	-0.0145917992365009	0.184941932510698	0.937112676068718	0.985514145133658	1.41608268720368	0.685862583474142	Fenland	0.994225789748901
AVS (all)	B4GT7  (Fenland)	Wald ratio	1	-0.309132894289561	0.195320423397582	0.113490722053009	0.734083208077278	1.07647857543829	0.50059348014578	Fenland	0.878035087599769
AVS (all)	UST  (Fenland)	Inverse variance weighted	2	0.16544126616822	0.0744165997576635	0.0262038732859518	1.17991365983386	1.3651957182519	1.01977776962647	Fenland	0.822886149802389
AVS (all)	TAGL  (Fenland)	Wald ratio	1	0.167663697810523	0.235954429065608	0.477346642999228	1.18253885336271	1.87786290723502	0.744675308471481	Fenland	0.976992540016997
AVS (all)	Tenascin  (Fenland)	Wald ratio	1	-0.0140794216019682	0.0248636797919079	0.571213923652107	0.986019229926166	1.0352608156721	0.939119791907712	Fenland	0.977922605225085
AVS (all)	FGFR-3  (Fenland)	Wald ratio	1	-0.14646979982044	0.214718946881254	0.495146256061898	0.863751817400855	1.31571380528777	0.567043683105614	Fenland	0.976992540016997
AVS (all)	DJB14  (Fenland)	Wald ratio	1	0.0342955881081978	0.258642204700704	0.894510858445397	1.03489046283628	1.71812625317369	0.623352485354995	Fenland	0.993053115990759
AVS (all)	C43BP  (Fenland)	Wald ratio	1	0.0660194631684028	0.223304946830838	0.767499589024462	1.06824750844481	1.65482813738565	0.689589881582133	Fenland	0.99215846547137
AVS (all)	C4a  (Fenland)	Wald ratio	1	-1.14829441867239e-05	0.120371217022305	0.999923884927876	0.999988517121742	1.26606808566186	0.789828798071777	Fenland	0.99995714261631
AVS (all)	Renin  (Fenland)	Wald ratio	1	0.01704228284234	0.144338913979887	0.906011165680003	1.0171883310298	1.34978666527795	0.766544912169607	Fenland	0.993053115990759
AVS (all)	CLC1B  (Fenland)	Wald ratio	1	0.0776225815653137	0.126895368279885	0.540732690820332	1.08071470003894	1.38588303017592	0.842743750698787	Fenland	0.976992540016997
AVS (all)	MTDC  (Fenland)	Wald ratio	1	0.205059167212497	0.182505003953882	0.261190791446894	1.22759769634822	1.75552678621277	0.858429569924433	Fenland	0.960330291680174
AVS (all)	GBP2  (Fenland)	Wald ratio	1	0.172146592823276	0.163443309734644	0.292226633181503	1.18785195102252	1.63639471906765	0.862256667726186	Fenland	0.964585907933877
AVS (all)	LRIG1  (Fenland)	Inverse variance weighted	2	0.0346101358442164	0.0322381809964658	0.283012780688292	1.03521603648993	1.10273887396408	0.971827753159303	Fenland	0.961063286446671
AVS (all)	K2013  (Fenland)	Wald ratio	1	0.033561487023172	0.178476821443511	0.850842196205114	1.03413102740992	1.46722968840629	0.728874960956869	Fenland	0.993053115990759
AVS (all)	SMAP1  (Fenland)	Wald ratio	1	-0.0572455213416135	0.0516465303364121	0.267684866261571	0.944362179831412	1.04496320902018	0.853446244803353	Fenland	0.960330291680174
AVS (all)	Peroxiredoxin-3  (Fenland)	Wald ratio	1	-0.147383861751635	0.21918706916091	0.501321892029641	0.862962655472952	1.32607412817708	0.56158590905069	Fenland	0.976992540016997
AVS (all)	EFS  (Fenland)	Wald ratio	1	0.131426346479699	0.248316240512887	0.596618135991522	1.14045390618397	1.85544800287651	0.700981709061048	Fenland	0.977922605225085
AVS (all)	SCUB1  (Fenland)	Wald ratio	1	-0.0515100190380657	0.159908895119435	0.747361002147631	0.949794133890947	1.29941142948396	0.694244237278958	Fenland	0.989298615378383
AVS (all)	Prothrombin  (Fenland)	Wald ratio	1	0.300698967260008	0.230023642653979	0.191126992183902	1.35080264450526	2.12027396023706	0.860581141221203	Fenland	0.927125789845387
AVS (all)	S100A16  (Fenland)	Wald ratio	1	-0.0853639527706073	0.127499265444504	0.503160603269581	0.918178050137145	1.17884436570279	0.715150325421496	Fenland	0.976992540016997
AVS (all)	GRM1C  (Fenland)	Wald ratio	1	0.0344856032927264	0.0454213116902984	0.447709968548643	1.03508712642248	1.13146287396037	0.94692047255196	Fenland	0.976992540016997
AVS (all)	HCDH  (Fenland)	Wald ratio	1	-0.318784080574497	0.255596258314698	0.21231782347143	0.727032512802481	1.19983564597016	0.44054056607436	Fenland	0.953614463686481
AVS (all)	EMIL3  (Fenland)	Wald ratio	1	-0.154871269335441	0.0933414728418561	0.0970774451070349	0.856525431474932	1.02847592034433	0.713323277921467	Fenland	0.86759468148599
AVS (all)	PTPRJ  (Fenland)	Wald ratio	1	0.258466616702978	0.243543573507866	0.288565110246612	1.29494291966718	2.08717613496226	0.803419096791501	Fenland	0.964585907933877
AVS (all)	MAPK2  (Fenland)	Wald ratio	1	0.0682912193089679	0.079654506443005	0.391255449330144	1.0706770649168	1.25158913506359	0.915915091641157	Fenland	0.973376415147057
AVS (all)	MANEA  (Fenland)	Wald ratio	1	0.0463617162980615	0.0259733372127819	0.0742656299467178	1.04745322334384	1.10215731787586	0.995464292890516	Fenland	0.849510997698265
AVS (all)	VWA1  (Fenland)	Wald ratio	1	-0.0770897297321988	0.0614066625815906	0.209334738444087	0.925806777485141	1.04421700695436	0.820823816820756	Fenland	0.947836563930169
AVS (all)	UBP15  (Fenland)	Wald ratio	1	-0.023135414385803	0.128877742092892	0.85753378802379	0.977130157333922	1.25792678884262	0.75901344405733	Fenland	0.993053115990759
AVS (all)	ERBB1  (Fenland)	Wald ratio	1	-0.218121161545612	0.20701416087383	0.292041659821419	0.804028018487272	1.20638296031816	0.535867196219415	Fenland	0.964585907933877
AVS (all)	OCTC  (Fenland)	Wald ratio	1	-0.0130976749397186	0.0486934958803834	0.787943517997609	0.986987726345335	1.08582663988323	0.897145765424485	Fenland	0.99215846547137
AVS (all)	GNA1  (Fenland)	Wald ratio	1	-0.247187569857122	0.233115965660693	0.288979439061319	0.780994188823462	1.23333233662252	0.494556012896225	Fenland	0.964585907933877
AVS (all)	Carbonic anhydrase 6  (Fenland)	Wald ratio	1	0.0414337304893362	0.038027768589646	0.275904751963015	1.04230408658093	1.12296011306086	0.967441137283223	Fenland	0.960330291680174
AVS (all)	LECT2  (Fenland)	Wald ratio	1	0.00900868376963176	0.0335237607005026	0.788141055431167	1.00904938408822	1.07757727217786	0.944879486434419	Fenland	0.99215846547137
AVS (all)	FAIM1  (Fenland)	Wald ratio	1	0.0226877801758059	0.0460587674210002	0.622307042280377	1.02294710531758	1.11959046738754	0.934646025273281	Fenland	0.982193653969046
AVS (all)	LIRA3  (Fenland)	Wald ratio	1	0.00698404360794273	0.0224959918610532	0.756213269460022	1.0070084889164	1.0524030703516	0.963571967165488	Fenland	0.991201585544492
AVS (all)	UPP1  (Fenland)	Wald ratio	1	-0.13903160861018	0.158494693267372	0.380377797912385	0.870200522194452	1.18722421528386	0.637831455153096	Fenland	0.973376415147057
AVS (all)	GSH0  (Fenland)	Wald ratio	1	0.131426810732347	0.228446997162531	0.565084711917625	1.14045443564284	1.78457969973187	0.728819407714238	Fenland	0.977922605225085
AVS (all)	Prekallikrein  (Fenland)	Wald ratio	1	-0.0127392779478332	0.0421215645112076	0.76231608730712	0.987341523173557	1.07231406250267	0.909102395903956	Fenland	0.99215846547137
AVS (all)	PDC6I  (Fenland)	Wald ratio	1	0.0681976029992957	0.187325452916969	0.715813609683965	1.0705768367727	1.54551237660909	0.741588861260943	Fenland	0.98387424354759
AVS (all)	ADH4  (Fenland)	Wald ratio	1	-0.0397770942744324	0.227036226216075	0.860921281898633	0.961003628490503	1.49962324882311	0.615839994943191	Fenland	0.993053115990759
AVS (all)	Luteinizing hormone  (Fenland)	Wald ratio	1	-0.0448517309980623	0.0723712706521431	0.535425703428391	0.956139237134285	1.10185592154128	0.829693086832027	Fenland	0.976992540016997
AVS (all)	CBL  (Fenland)	Wald ratio	1	0.0130824308863184	0.112079923506263	0.907078672781201	1.01316838028532	1.26207738422399	0.813349624707154	Fenland	0.993053115990759
AVS (all)	TEFF1  (Fenland)	Wald ratio	1	0.193200124770781	0.225759925645848	0.392121206017847	1.21312554569971	1.88832384112999	0.779354450531405	Fenland	0.973376415147057
AVS (all)	DDX58  (Fenland)	Wald ratio	1	0.0323739351557718	0.0719695407439875	0.652834260425752	1.03290367209547	1.18938246447635	0.897011707918552	Fenland	0.983618299659666
AVS (all)	FLII  (Fenland)	Wald ratio	1	0.109243605337635	0.132782993951995	0.41066560906275	1.11543404293386	1.44700843000664	0.859838186381585	Fenland	0.973376415147057
AVS (all)	AP1G2  (Fenland)	Wald ratio	1	-0.00584136246552788	0.124733072117768	0.962647998603109	0.994175665121297	1.26951566156608	0.77855302068515	Fenland	0.994670591125513
AVS (all)	PNKP  (Fenland)	Wald ratio	1	-0.342469722378557	0.224153122539989	0.126552694045332	0.710014616613888	1.10171757934573	0.457577118906233	Fenland	0.904760510073047
AVS (all)	HPCL1  (Fenland)	Wald ratio	1	-0.0804190129625625	0.0888038704269361	0.365158174894427	0.922729629696857	1.09816057226556	0.77532374683964	Fenland	0.973376415147057
AVS (all)	HCG  (Fenland)	Wald ratio	1	0.0295040131047973	0.0469310560763101	0.529566990880482	1.02994356873507	1.12917681281297	0.939431046353269	Fenland	0.976992540016997
AVS (all)	LIRA6  (Fenland)	Wald ratio	1	-0.0106543663869933	0.0312605842150063	0.733235864137811	0.989402190337664	1.05191927720276	0.930600584531618	Fenland	0.987282314990538
AVS (all)	MTND  (Fenland)	Wald ratio	1	0.0878111104726244	0.139445387556066	0.528879854873268	1.09178187638736	1.43494148314293	0.830687299524661	Fenland	0.976992540016997
AVS (all)	WFKN2  (Fenland)	Wald ratio	1	0.0026848740363678	0.0473950480007455	0.954824935928839	1.0026884815385	1.10029592694352	0.913739809800826	Fenland	0.994670591125513
AVS (all)	Peroxiredoxin-1  (Fenland)	Wald ratio	1	0.024040150727693	0.119560392716132	0.840642907089557	1.02433144471788	1.29482884507468	0.810342550391138	Fenland	0.993053115990759
AVS (all)	EPHB2  (Fenland)	Wald ratio	1	-0.0765032966037631	0.0750039368115104	0.30773300678477	0.926349860475353	1.07304931181188	0.799706084852458	Fenland	0.973376415147057
AVS (all)	DEAD-box protein 19B  (Fenland)	Wald ratio	1	0.098848256406079	0.162020963502024	0.541798565116043	1.1038987772812	1.51650651599526	0.803552439524588	Fenland	0.976992540016997
AVS (all)	BID  (Fenland)	Wald ratio	1	0.292719359236156	0.244327378365112	0.230892862425413	1.34006666032427	2.16322685405635	0.830138850553433	Fenland	0.960163764685298
AVS (all)	FCRL4  (Fenland)	Wald ratio	1	-0.0175942584558562	0.0297902863021163	0.554785869512464	0.982559616747822	1.04163823807131	0.926831759029124	Fenland	0.977922605225085
AVS (all)	CRTAM  (Fenland)	Wald ratio	1	0.0625372321987631	0.0962110891800609	0.515692058924115	1.06453409312497	1.28545271923837	0.881582666141804	Fenland	0.976992540016997
AVS (all)	Chondrocalcin  (Fenland)	Wald ratio	1	-0.0112503534772997	0.0276574041721342	0.684172907430644	0.98881269508833	1.04389421604586	0.936637573940631	Fenland	0.983618299659666
AVS (all)	MYO6  (Fenland)	Wald ratio	1	-0.0977181445070381	0.195072954544921	0.616419488503983	0.906904483744252	1.32926325667462	0.618745563382976	Fenland	0.979196690876194
AVS (all)	Catalase  (Fenland)	Wald ratio	1	0.0343095010473505	0.0959365437519719	0.720622448659396	1.03490486130448	1.2490023676788	0.857506838791735	Fenland	0.983895820087545
AVS (all)	CD7  (Fenland)	Wald ratio	1	0.11074173444619	0.0731037013052317	0.129808341899555	1.11710635950254	1.28920401979027	0.967982258265094	Fenland	0.905207576251154
AVS (all)	kallikrein 14  (Fenland)	Inverse variance weighted	2	0.0993830830078022	0.0969603572635372	0.305369432178739	1.10448932962037	1.33565977498963	0.913328904626723	Fenland	0.972115595544085
AVS (all)	IL-23  (Fenland)	Wald ratio	1	0.0140336209697273	0.0609018937540894	0.817757682386697	1.01413255448524	1.14270851264073	0.90002378269681	Fenland	0.99215846547137
AVS (all)	S100A12  (Fenland)	Wald ratio	1	-0.135745178619472	0.0974054212905877	0.163435377783494	0.873065079794275	1.05671965759806	0.721329094311328	Fenland	0.927125789845387
AVS (all)	KITM  (Fenland)	Wald ratio	1	0.0858194709581657	0.178953210994355	0.631537635506564	1.08960960437062	1.54738709686375	0.767260559651185	Fenland	0.982927173649226
AVS (all)	ROBO1  (Fenland)	Wald ratio	1	-0.35359313361356	0.215476294016325	0.100800753155837	0.702160594789255	1.07115810325613	0.460277058424967	Fenland	0.86759468148599
AVS (all)	SIRB1  (Fenland)	Inverse variance weighted	3	-0.00532292007087326	0.0384650017670964	0.889937367484805	0.994691221565441	1.07258163276817	0.922457178113173	Fenland	0.993053115990759
AVS (all)	SWP70  (Fenland)	Wald ratio	1	-0.0167704042805864	0.0552356642207404	0.761420834934932	0.983369436131267	1.09580745965089	0.882468392964949	Fenland	0.99215846547137
AVS (all)	Hexosaminidase B  (Fenland)	Wald ratio	1	0.0404032846135353	0.0838699571007252	0.629992592807546	1.04123060181254	1.22726534879007	0.883395890888436	Fenland	0.982324275117159
AVS (all)	NFASC  (Fenland)	Wald ratio	1	0.0815095102362628	0.051883414483924	0.116179666798373	1.08492353541409	1.20105579918801	0.980020310872458	Fenland	0.878035087599769
AVS (all)	GSHB  (Fenland)	Wald ratio	1	0.0765427662380242	0.0990695216098146	0.439749261841776	1.07954835757198	1.31090669133785	0.889021822862903	Fenland	0.976992540016997
AVS (all)	Attractin  (Fenland)	Wald ratio	1	-0.153164206794023	0.0804795258061032	0.0570216280576817	0.857988822649536	1.00458614812031	0.732784163079436	Fenland	0.848849049743832
AVS (all)	GSTT2  (Fenland)	Wald ratio	1	0.0107601746957024	0.0405638550410282	0.790805254875314	1.01081827357315	1.09446464011679	0.933564726294273	Fenland	0.99215846547137
