ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0046632,alpha-beta T cell differentiation,17/587,21/1417,0.000234398028310265,0.0414741675779139,0.0384809865579878,ABL1/ADA/CCL19/CD83/CTSL/IFNG/IL12B/IL12RB1/IL18/IL18R1/IL4R/IL6/LGALS9/LILRB4/LY9/SLAMF6/TGFBR2,17
GO:0002687,positive regulation of leukocyte migration,39/587,61/1417,0.000244140724191778,0.0414741675779139,0.0384809865579878,ABL1/ADAM8/CCL19/CCL20/CCL21/CCL3/CCL4/CCL7/CD74/CD99/CD99L2/CSF1/CXCL10/CXCL13/CXCL17/GAS6/ICAM1/IL6/JAM2/LBP/LGALS3/LGALS9/LGMN/MDK/PGF/PTN/RARRES2/SELE/SERPINE1/SLAMF1/THBS4/THY1/TNF/TNFRSF14/TNFSF14/TREM2/VEGFA/XCL1/XG,39
GO:0042742,defense response to bacterium,40/587,63/1417,0.000252555039536693,0.0414741675779139,0.0384809865579878,ANG/AZU1/CCL20/CD160/CD4/CEBPB/CLEC4D/COLEC12/CXCL13/EPHA2/FGR/GNLY/GRN/HAVCR2/IL12B/IL18/IL6/LBP/LCN2/LGALS4/LPO/LTA/MPO/PGLYRP1/PI3/PLA2G2A/RARRES2/RNASE3/S100A12/SERPINE1/SFTPD/SLAMF8/SPON2/SSC5D/TNF/TNFRSF14/TNFRSF1A/TREM2/WFDC12/WFDC2,40
GO:0002521,leukocyte differentiation,75/587,134/1417,0.000257832302882236,0.0414741675779139,0.0384809865579878,ABL1/ADA/ADAM8/CCL19/CCL3/CCN4/CD109/CD27/CD28/CD4/CD46/CD74/CD79B/CD83/CD8A/CEBPB/CLEC4D/CR2/CRTAM/CSF1/CSF3/CTSL/DLL1/EPHA2/FSTL3/GAS6/GLO1/IFNG/IFNL1/IL12B/IL12RB1/IL15/IL15RA/IL18/IL18R1/IL1RL1/IL2RA/IL4R/IL6/LAG3/LBR/LEP/LGALS1/LGALS9/LIF/LILRB1/LILRB2/LILRB4/LTBR/LY6D/LY9/MDK/MERTK/MMP9/NFATC3/OSCAR/PARP1/PGLYRP1/PRTN3/RASSF2/SFRP1/SLAMF1/SLAMF6/SLAMF8/TFRC/TGFB1/TGFBR2/TNF/TNFRSF11A/TNFRSF11B/TNFRSF9/TNFSF13B/TREM2/VCAM1/VEGFA,75
GO:0071677,positive regulation of mononuclear cell migration,22/587,30/1417,0.000353080435855366,0.0454944350127377,0.0422111122278603,ABL1/ADAM8/CCL20/CCL21/CCL3/CCL4/CCL7/CD99L2/CXCL10/CXCL13/CXCL17/GAS6/JAM2/LGALS3/LGALS9/LGMN/SERPINE1/SLAMF1/TNF/TNFRSF14/TNFSF14/XCL1,22
GO:0002819,regulation of adaptive immune response,38/587,60/1417,0.000391455797712105,0.0454944350127377,0.0422111122278603,ADA/CCL19/CD160/CD274/CD28/CD4/CD46/CLC/CLEC6A/CLEC7A/CR2/FCER2/HAVCR2/IL12B/IL12RB1/IL18/IL18R1/IL1RL1/IL4R/IL6/KLRD1/LILRB1/LILRB4/LTA/NECTIN2/PVR/SKAP1/SLAMF1/TFRC/TGFB1/TNF/TNFRSF14/TNFRSF1B/TNFSF13/TNFSF13B/TREM2/ULBP2/XCL1,38
GO:0043367,"CD4-positive, alpha-beta T cell differentiation",13/587,15/1417,0.000395819991104982,0.0454944350127377,0.0422111122278603,CCL19/CD83/CTSL/IFNG/IL12B/IL12RB1/IL18/IL18R1/IL4R/IL6/LGALS9/LY9/SLAMF6,13
GO:0044419,biological process involved in interspecies interaction between organisms,168/587,340/1417,0.000401335469861062,0.0454944350127377,0.0422111122278603,ABL1/ACE2/ACTA2/ADAM8/ADM/ANG/ASGR1/AZU1/BSG/BST2/C1QA/C2/CCDC80/CCL11/CCL14/CCL15/CCL16/CCL17/CCL18/CCL19/CCL20/CCL21/CCL22/CCL23/CCL25/CCL3/CCL4/CCL7/CD160/CD207/CD274/CD300LF/CD4/CD40/CD46/CD74/CDH1/CEBPB/CLEC4D/CLEC5A/CLEC6A/CLEC7A/COLEC12/CR2/CRTAM/CSF1/CSF3/CTSL/CTSS/CXADR/CXCL10/CXCL11/CXCL13/CXCL16/CXCL9/EPHA2/EPO/F11R/FABP4/FCER2/FGFR2/FGR/FURIN/GAS6/GNLY/GRN/GZMA/HAVCR1/HAVCR2/HYAL1/ICAM1/IFNG/IFNGR2/IFNL1/IFNLR1/IGF2R/IL10RB/IL12B/IL12RB1/IL15/IL18/IL18BP/IL4R/IL6/ITGA5/JUN/KLRB1/KLRD1/KYNU/LAG3/LBP/LCN2/LDLR/LEP/LGALS1/LGALS3/LGALS4/LGALS9/LILRA2/LILRA5/LILRB1/LILRB2/LPO/LTA/LY9/LY96/MARCO/MMP12/MMP3/MMP8/MMP9/MPO/NCF2/NCR1/NECTIN2/NECTIN4/NOS1/NOS3/NRP1/P4HB/PARP1/PGLYRP1/PI3/PLA2G2A/PRSS2/PRTN3/PTX3/PVR/RARRES2/REG1A/REG1B/REG3A/REG4/REN/RNASE3/RNASET2/S100A12/SCARB2/SELE/SERPINE1/SFTPD/SIGLEC1/SIGLEC10/SLAMF1/SLAMF6/SLAMF7/SLAMF8/SMPD1/SOD2/SPON2/SSC5D/STX4/STX8/TFRC/TGFB1/TNF/TNFRSF11A/TNFRSF14/TNFRSF1A/TNFRSF1B/TNFRSF4/TREM2/ULBP2/VCAM1/VSIG4/WFDC12/WFDC2/XCL1,168
GO:0035710,"CD4-positive, alpha-beta T cell activation",19/587,25/1417,0.000430971473782874,0.0454944350127377,0.0422111122278603,CCL19/CD160/CD274/CD28/CD83/CTSL/IFNG/IL12B/IL12RB1/IL18/IL18R1/IL2RA/IL4R/IL6/LGALS9/LY9/SLAMF6/TGFBR2/XCL1,19
GO:0046638,positive regulation of alpha-beta T cell differentiation,11/587,12/1417,0.0004371224070496,0.0454944350127377,0.0422111122278603,ADA/CCL19/CD83/IFNG/IL12B/IL12RB1/IL18/IL4R/LGALS9/LILRB4/TGFBR2,11
GO:0002285,lymphocyte activation involved in immune response,30/587,45/1417,0.000457648231096296,0.0454944350127377,0.0422111122278603,ABL1/ADA/APBB1IP/CCL19/CD28/CD46/CD74/CLEC4D/DLL1/HAVCR2/ICAM1/IFNG/IFNL1/IL12B/IL12RB1/IL18/IL18R1/IL4R/IL6/LGALS1/LGALS3/LGALS9/LILRB1/LY9/MDK/PGLYRP1/SLAMF6/TFRC/TGFB1/TNFSF13,30
GO:0009605,response to external stimulus,237/587,500/1417,0.000469345502970095,0.0454944350127377,0.0422111122278603,ABL1/ACE2/ACTA2/ADA/ADAM8/ADM/ANG/ANGPT2/APOH/ASGR1/AZU1/BSG/BST2/C1QA/C1QTNF1/C2/CALCA/CCDC80/CCL11/CCL14/CCL15/CCL16/CCL17/CCL18/CCL19/CCL20/CCL21/CCL22/CCL23/CCL25/CCL27/CCL3/CCL4/CCL7/CCN3/CCN4/CD109/CD160/CD207/CD274/CD28/CD300LF/CD4/CD40/CD46/CD74/CDH1/CDH2/CEBPB/CHI3L1/CLEC4D/CLEC5A/CLEC6A/CLEC7A/CNTNAP2/COLEC12/CR2/CRTAM/CSF1/CSF3/CST7/CTSS/CXADR/CXCL10/CXCL11/CXCL13/CXCL16/CXCL17/CXCL9/DCTPP1/DSC2/ENPP2/EPHA2/EPO/F11R/FABP1/FABP4/FAS/FBP1/FGF21/FGF23/FGFR2/FGR/FLRT2/FOLR1/FOLR2/FURIN/GAS6/GDF15/GDNF/GGT1/GNLY/GPNMB/GRN/GZMA/HAVCR2/HGF/HYAL1/IFNG/IFNGR2/IFNL1/IFNLR1/IL10RB/IL12B/IL12RB1/IL15/IL15RA/IL16/IL18/IL18BP/IL1RL1/IL2RA/IL4R/IL6/KLRB1/KLRD1/KYNU/LAG3/LBP/LCN2/LDLR/LEP/LGALS1/LGALS3/LGALS4/LGALS9/LGMN/LILRA2/LILRA5/LILRB1/LILRB2/LPO/LRP11/LSP1/LTA/LTBR/LY9/LY96/MARCO/MDK/MMP12/MMP3/MMP8/MMP9/MPO/MVK/NBL1/NCF2/NCR1/NECTIN2/NOS1/NOS3/NPPC/NPY/NRP1/NRP2/OSM/OSMR/PARP1/PCSK9/PDGFRA/PGF/PGLYRP1/PI3/PLA2G2A/PLAT/PLAUR/PLIN3/PRSS2/PRTN3/PTN/PTX3/PVR/RARRES2/REG1A/REG1B/REG3A/REG4/REN/RETN/RNASE3/RNASET2/ROBO1/ROBO2/RTN4R/S100A12/SCARF1/SCG2/SELE/SEMA3F/SEMA7A/SERPINE1/SFRP1/SFTPD/SIGLEC10/SLAMF1/SLAMF6/SLAMF7/SLAMF8/SLC16A1/SLC39A5/SMOC2/SMPD1/SOD2/SOST/SPINK1/SPON2/SPP1/SSC5D/ST6GAL1/STC1/STC2/STX4/STX8/TAFA5/TFRC/TGFB1/THBS4/TNF/TNFRSF10A/TNFRSF10B/TNFRSF11A/TNFRSF11B/TNFRSF14/TNFRSF1A/TNFRSF1B/TNFRSF8/TNFSF14/TREM2/TYMP/ULBP2/VCAM1/VEGFA/VSIG4/WFDC12/WFDC2/XCL1,237
GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,24/587,34/1417,0.000482858581003425,0.0454944350127377,0.0422111122278603,ADA/CD274/CD28/CD4/CLEC6A/CLEC7A/FCER2/IL12B/IL12RB1/IL18/IL18R1/IL6/LTA/NECTIN2/PVR/SLAMF1/TFRC/TGFB1/TNF/TNFSF13/TNFSF13B/TREM2/ULBP2/XCL1,24
GO:0030316,osteoclast differentiation,20/587,27/1417,0.00053685574775535,0.0454944350127377,0.0422111122278603,CCL3/CCN4/CD109/CEBPB/CSF1/EPHA2/FSTL3/GLO1/IFNG/IL12B/LILRB1/LILRB4/OSCAR/RASSF2/SFRP1/TFRC/TNF/TNFRSF11A/TNFRSF11B/TREM2,20
GO:0006952,defense response,184/587,378/1417,0.000537879071703182,0.0454944350127377,0.0422111122278603,ACE2/ADA/ADAM8/ADM/AGR2/ANG/AOC3/AZU1/B4GALT1/BST2/C1QA/C2/CALCA/CCL11/CCL14/CCL15/CCL16/CCL17/CCL18/CCL19/CCL20/CCL21/CCL22/CCL23/CCL25/CCL3/CCL4/CCL7/CCN3/CCN4/CD160/CD163/CD207/CD274/CD28/CD2AP/CD300C/CD300LF/CD4/CD40/CD46/CD48/CD74/CD83/CEBPB/CHI3L1/CLEC4D/CLEC5A/CLEC6A/CLEC7A/COLEC12/CR2/CRHBP/CRTAM/CSF1/CST3/CST7/CTSS/CXCL10/CXCL11/CXCL13/CXCL16/CXCL17/CXCL9/EPHA2/EPO/F11R/FABP4/FGR/FOLR2/FURIN/GGT1/GGT5/GNLY/GRN/HAVCR2/HGF/HSPG2/HYAL1/IFNG/IFNGR2/IFNL1/IFNLR1/IL10RB/IL12B/IL12RB1/IL15/IL16/IL17C/IL18/IL18R1/IL1RL1/IL1RN/IL2RA/IL4R/IL6/KLRB1/KLRD1/KYNU/LAG3/LBP/LCN2/LDLR/LEP/LGALS1/LGALS3/LGALS4/LGALS9/LILRA2/LILRA5/LILRB1/LILRB2/LILRB4/LPO/LSP1/LTA/LY9/LY96/MARCO/MDK/MMP12/MMP3/MMP8/MMP9/MPO/MVK/NCF2/NCR1/NECTIN2/NFATC3/OLR1/OSM/OSMR/PARP1/PGLYRP1/PI3/PLA2G2A/PRCP/PRSS2/PRTN3/PTN/PTX3/PVR/RARRES2/REG1A/REG1B/REG3A/RNASE3/RNASET2/S100A12/SCG2/SELE/SEMA7A/SERPINE1/SFTPD/SIGLEC1/SIGLEC10/SLAMF1/SLAMF6/SLAMF7/SLAMF8/SMPD1/SPON2/SSC5D/STX4/STX8/TFRC/TGFB1/TIMP1/TNF/TNFRSF10B/TNFRSF11A/TNFRSF14/TNFRSF1A/TNFRSF1B/TNFRSF4/TPSAB1/TREM2/ULBP2/VCAM1/VSIG4/WFDC12/WFDC2/XCL1,184
GO:0002690,positive regulation of leukocyte chemotaxis,25/587,36/1417,0.000545448377150941,0.0454944350127377,0.0422111122278603,CCL19/CCL21/CCL3/CCL4/CCL7/CD74/CSF1/CXCL10/CXCL13/CXCL17/GAS6/IL6/LBP/LGALS9/LGMN/MDK/PGF/PTN/RARRES2/SERPINE1/SLAMF1/THBS4/TNFSF14/VEGFA/XCL1,25
GO:0002821,positive regulation of adaptive immune response,25/587,36/1417,0.000545448377150941,0.0454944350127377,0.0422111122278603,ADA/CD274/CD28/CD4/CLEC6A/CLEC7A/FCER2/IL12B/IL12RB1/IL18/IL18R1/IL6/LTA/NECTIN2/PVR/SKAP1/SLAMF1/TFRC/TGFB1/TNF/TNFSF13/TNFSF13B/TREM2/ULBP2/XCL1,25
